eventCodeList	urn:uuid:2c6b8cb7-8b2a-4051-b291-b1ae6a575ef4																											
code	display	codingScheme	system	valueSet	valueSetIdentifier	deprecated	submitter	date	ref	comment	category																	
T-65000	Pancreas	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-B7000	Parathyroid	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-44000	Pulmonary artery	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-46600	Renal artery	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-C3000	Spleen	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-94000	Testis	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-42070	Thoracic aorta	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-C8000	Thymus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-B6000	Thyroid	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-83000	Uterus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D4000	Abdomen	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-59490	Anus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-60610	Bile duct	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-74000	Bladder	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-DD123	Bladder and urethra	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-26000	Bronchus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-83200	Cervix	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D3000	Chest	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-DD163	Esophagus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-AB200	External auditory canal	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-63000	Gallbladder	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D7000	Inguinal region	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-15001	Joint	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D9200	Knee	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-59000	Large intestine	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-24100	Larynx	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-40230	Lumen of blood vessel	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D3300	Mediastinum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-2300C	Nasopharynx	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-22000	Paranasal sinus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-55000	Pharynx	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-20101	Pharynx and larynx	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-59600	Rectum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D2220	Shoulder	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-59470	Sigmoid colon	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D04FF	Spine	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-DD006	Trachea and bronchus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-7000B	Upper urinary tract	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-73000	Ureter	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-88920	Uterus and fallopian tubes	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-48503	Anomalous pulmonary vein	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-49215	Antecubital vein	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-48403	Anterior cardiac vein	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-45530	Anterior communicating artery	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
R-FAB57	Abdomen and Pelvis	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-15420	Acromioclavicular joint	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-15750	Ankle joint	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-59900	Anus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-280A0	Apex of Lung	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-12700	Bone of lower limb	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D0821	Bone of upper limb	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-04000	Breast	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-12770	Calcaneus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-11501	Cervical spine	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D00F7	Cervico-thoracic spine	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
R-FAB55	Chest and Abdomen	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
R-FAB56	Chest	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-12310	Clavicle	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-11BF0	Coccyx	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-59300	Colon	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-58200	Duodenum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-15430	Elbow joint	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D0010	Entire body	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-56000	Esophagus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D0300	Extremity	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-AA000	Eye	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D0801	Eye region	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-11196	Facial bones	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-12710	Femur	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-12750	Fibula	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D8800	Finger	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D9700	Foot	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D8500	Forearm	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D8700	Hand	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D1100	Head	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D1000	Head and Neck	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-32000	Heart	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-15710	Hip joint	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-12410	Humerus	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-58600	Ileum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-12340	Ilium	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-AB959	Internal Auditory Canal	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D1213	Jaw region	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-58400	Jejunum	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D9400	Lower leg	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-D9000	Lower limb	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
T-11503	Lumbar spine	2.16.840.1.113883.6.96	http://snomed.info/sct	1.2.840.10008.6.1.1_	urn:oid:1.2.840.10008.6.1.1_	no	moore.stephen.m@wustl.edu	2017.11.20	http://dicom.nema.org/medical/dicom/current/output/pdf/part16.pdf	DICOM PS 3.16 CID 3	eventCodeList																	
